,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User: GUEST,,,Path: C:\Program Files\BMG\Omega\Data\,,,,,,,Test ID: 42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test Name: GFP 96WELL,,,,,,,,Date: 05/03/2013,,Time: 12:20:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID1: 050313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fluorescence (FI), multichromatic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Group,Content,"Well
Col","Well
Row","Raw Data (430-10, 480-10 1)
1 - 0 h  ","Raw Data (430-10, 480-10 1)
2 - 0 h 11 min ","Raw Data (430-10, 480-10 1)
3 - 0 h 23 min ","Raw Data (430-10, 480-10 1)
4 - 0 h 35 min ","Raw Data (430-10, 480-10 1)
5 - 0 h 47 min ","Raw Data (430-10, 480-10 1)
6 - 0 h 59 min ","Raw Data (430-10, 480-10 1)
7 - 1 h 10 min ","Raw Data (430-10, 480-10 1)
8 - 1 h 22 min ","Raw Data (430-10, 480-10 1)
9 - 1 h 34 min ","Raw Data (430-10, 480-10 1)
10 - 1 h 46 min ","Raw Data (430-10, 480-10 1)
11 - 1 h 58 min ","Raw Data (430-10, 480-10 1)
12 - 2 h 10 min ","Raw Data (430-10, 480-10 1)
13 - 2 h 21 min ","Raw Data (430-10, 480-10 1)
14 - 2 h 33 min ","Raw Data (430-10, 480-10 1)
15 - 2 h 45 min ","Raw Data (430-10, 480-10 1)
16 - 2 h 57 min ","Raw Data (430-10, 480-10 1)
17 - 3 h 9 min ","Raw Data (430-10, 480-10 1)
18 - 3 h 20 min ","Raw Data (430-10, 480-10 1)
19 - 3 h 32 min ","Raw Data (430-10, 480-10 1)
20 - 3 h 44 min ","Raw Data (430-10, 480-10 1)
21 - 3 h 56 min ","Raw Data (430-10, 480-10 1)
22 - 4 h 8 min ","Raw Data (430-10, 480-10 1)
23 - 4 h 20 min ","Raw Data (430-10, 480-10 1)
24 - 4 h 31 min ","Raw Data (430-10, 480-10 1)
25 - 4 h 43 min ","Raw Data (430-10, 480-10 1)
26 - 4 h 55 min ","Raw Data (430-10, 480-10 1)
27 - 5 h 7 min ","Raw Data (430-10, 480-10 1)
28 - 5 h 19 min ","Raw Data (430-10, 480-10 1)
29 - 5 h 30 min ","Raw Data (430-10, 480-10 1)
30 - 5 h 42 min ","Raw Data (430-10, 480-10 1)
31 - 5 h 54 min ","Raw Data (430-10, 480-10 1)
32 - 6 h 6 min ","Raw Data (430-10, 480-10 1)
33 - 6 h 18 min ","Raw Data (430-10, 480-10 1)
34 - 6 h 30 min ","Raw Data (430-10, 480-10 1)
35 - 6 h 41 min ","Raw Data (430-10, 480-10 1)
36 - 6 h 53 min ","Raw Data (430-10, 480-10 1)
37 - 7 h 5 min ","Raw Data (430-10, 480-10 1)
38 - 7 h 17 min ","Raw Data (430-10, 480-10 1)
39 - 7 h 29 min ","Raw Data (430-10, 480-10 1)
40 - 7 h 41 min ","Raw Data (430-10, 480-10 1)
41 - 7 h 52 min ","Raw Data (430-10, 480-10 1)
42 - 8 h 4 min ","Raw Data (430-10, 480-10 1)
43 - 8 h 16 min ","Raw Data (430-10, 480-10 1)
44 - 8 h 28 min ","Raw Data (430-10, 480-10 1)
45 - 8 h 40 min ","Raw Data (430-10, 480-10 1)
46 - 8 h 51 min ","Raw Data (430-10, 480-10 1)
47 - 9 h 3 min ","Raw Data (430-10, 480-10 1)
48 - 9 h 15 min ","Raw Data (430-10, 480-10 1)
49 - 9 h 27 min ","Raw Data (430-10, 480-10 1)
50 - 9 h 39 min ","Raw Data (430-10, 480-10 1)
51 - 9 h 51 min ","Raw Data (430-10, 480-10 1)
52 - 10 h 2 min ","Raw Data (430-10, 480-10 1)
53 - 10 h 14 min ","Raw Data (430-10, 480-10 1)
54 - 10 h 26 min ","Raw Data (430-10, 480-10 1)
55 - 10 h 38 min ","Raw Data (430-10, 480-10 1)
56 - 10 h 50 min ","Raw Data (430-10, 480-10 1)
57 - 11 h 2 min ","Raw Data (430-10, 480-10 1)
58 - 11 h 13 min ","Raw Data (430-10, 480-10 1)
59 - 11 h 25 min ","Raw Data (430-10, 480-10 1)
60 - 11 h 37 min ","Raw Data (430-10, 480-10 1)
61 - 11 h 49 min ","Raw Data (430-10, 480-10 1)
62 - 12 h 1 min ","Raw Data (430-10, 480-10 1)
63 - 12 h 13 min ","Raw Data (430-10, 480-10 1)
64 - 12 h 24 min ","Raw Data (430-10, 480-10 1)
65 - 12 h 36 min ","Raw Data (430-10, 480-10 1)
66 - 12 h 48 min ","Raw Data (430-10, 480-10 1)
67 - 13 h  ","Raw Data (430-10, 480-10 1)
68 - 13 h 12 min ","Raw Data (430-10, 480-10 1)
69 - 13 h 24 min ","Raw Data (430-10, 480-10 1)
70 - 13 h 35 min ","Raw Data (430-10, 480-10 1)
71 - 13 h 47 min ","Raw Data (430-10, 480-10 1)
72 - 13 h 59 min ","Raw Data (430-10, 480-10 1)
73 - 14 h 11 min ","Raw Data (430-10, 480-10 1)
74 - 14 h 23 min ","Raw Data (430-10, 480-10 1)
75 - 14 h 35 min ","Raw Data (430-10, 480-10 1)
76 - 14 h 46 min ","Raw Data (430-10, 480-10 1)
77 - 14 h 58 min ","Raw Data (430-10, 480-10 1)
78 - 15 h 10 min ","Raw Data (430-10, 480-10 1)
79 - 15 h 22 min ","Raw Data (430-10, 480-10 1)
80 - 15 h 34 min ","Raw Data (500-10, 530-10 2)
1 - 0 h  ","Raw Data (500-10, 530-10 2)
2 - 0 h 11 min ","Raw Data (500-10, 530-10 2)
3 - 0 h 23 min ","Raw Data (500-10, 530-10 2)
4 - 0 h 35 min ","Raw Data (500-10, 530-10 2)
5 - 0 h 47 min ","Raw Data (500-10, 530-10 2)
6 - 0 h 59 min ","Raw Data (500-10, 530-10 2)
7 - 1 h 10 min ","Raw Data (500-10, 530-10 2)
8 - 1 h 22 min ","Raw Data (500-10, 530-10 2)
9 - 1 h 34 min ","Raw Data (500-10, 530-10 2)
10 - 1 h 46 min ","Raw Data (500-10, 530-10 2)
11 - 1 h 58 min ","Raw Data (500-10, 530-10 2)
12 - 2 h 10 min ","Raw Data (500-10, 530-10 2)
13 - 2 h 21 min ","Raw Data (500-10, 530-10 2)
14 - 2 h 33 min ","Raw Data (500-10, 530-10 2)
15 - 2 h 45 min ","Raw Data (500-10, 530-10 2)
16 - 2 h 57 min ","Raw Data (500-10, 530-10 2)
17 - 3 h 9 min ","Raw Data (500-10, 530-10 2)
18 - 3 h 20 min ","Raw Data (500-10, 530-10 2)
19 - 3 h 32 min ","Raw Data (500-10, 530-10 2)
20 - 3 h 44 min ","Raw Data (500-10, 530-10 2)
21 - 3 h 56 min ","Raw Data (500-10, 530-10 2)
22 - 4 h 8 min ","Raw Data (500-10, 530-10 2)
23 - 4 h 20 min ","Raw Data (500-10, 530-10 2)
24 - 4 h 31 min ","Raw Data (500-10, 530-10 2)
25 - 4 h 43 min ","Raw Data (500-10, 530-10 2)
26 - 4 h 55 min ","Raw Data (500-10, 530-10 2)
27 - 5 h 7 min ","Raw Data (500-10, 530-10 2)
28 - 5 h 19 min ","Raw Data (500-10, 530-10 2)
29 - 5 h 30 min ","Raw Data (500-10, 530-10 2)
30 - 5 h 42 min ","Raw Data (500-10, 530-10 2)
31 - 5 h 54 min ","Raw Data (500-10, 530-10 2)
32 - 6 h 6 min ","Raw Data (500-10, 530-10 2)
33 - 6 h 18 min ","Raw Data (500-10, 530-10 2)
34 - 6 h 30 min ","Raw Data (500-10, 530-10 2)
35 - 6 h 41 min ","Raw Data (500-10, 530-10 2)
36 - 6 h 53 min ","Raw Data (500-10, 530-10 2)
37 - 7 h 5 min ","Raw Data (500-10, 530-10 2)
38 - 7 h 17 min ","Raw Data (500-10, 530-10 2)
39 - 7 h 29 min ","Raw Data (500-10, 530-10 2)
40 - 7 h 41 min ","Raw Data (500-10, 530-10 2)
41 - 7 h 52 min ","Raw Data (500-10, 530-10 2)
42 - 8 h 4 min ","Raw Data (500-10, 530-10 2)
43 - 8 h 16 min ","Raw Data (500-10, 530-10 2)
44 - 8 h 28 min ","Raw Data (500-10, 530-10 2)
45 - 8 h 40 min ","Raw Data (500-10, 530-10 2)
46 - 8 h 51 min ","Raw Data (500-10, 530-10 2)
47 - 9 h 3 min ","Raw Data (500-10, 530-10 2)
48 - 9 h 15 min ","Raw Data (500-10, 530-10 2)
49 - 9 h 27 min ","Raw Data (500-10, 530-10 2)
50 - 9 h 39 min ","Raw Data (500-10, 530-10 2)
51 - 9 h 51 min ","Raw Data (500-10, 530-10 2)
52 - 10 h 2 min ","Raw Data (500-10, 530-10 2)
53 - 10 h 14 min ","Raw Data (500-10, 530-10 2)
54 - 10 h 26 min ","Raw Data (500-10, 530-10 2)
55 - 10 h 38 min ","Raw Data (500-10, 530-10 2)
56 - 10 h 50 min ","Raw Data (500-10, 530-10 2)
57 - 11 h 2 min ","Raw Data (500-10, 530-10 2)
58 - 11 h 13 min ","Raw Data (500-10, 530-10 2)
59 - 11 h 25 min ","Raw Data (500-10, 530-10 2)
60 - 11 h 37 min ","Raw Data (500-10, 530-10 2)
61 - 11 h 49 min ","Raw Data (500-10, 530-10 2)
62 - 12 h 1 min ","Raw Data (500-10, 530-10 2)
63 - 12 h 13 min ","Raw Data (500-10, 530-10 2)
64 - 12 h 24 min ","Raw Data (500-10, 530-10 2)
65 - 12 h 36 min ","Raw Data (500-10, 530-10 2)
66 - 12 h 48 min ","Raw Data (500-10, 530-10 2)
67 - 13 h  ","Raw Data (500-10, 530-10 2)
68 - 13 h 12 min ","Raw Data (500-10, 530-10 2)
69 - 13 h 24 min ","Raw Data (500-10, 530-10 2)
70 - 13 h 35 min ","Raw Data (500-10, 530-10 2)
71 - 13 h 47 min ","Raw Data (500-10, 530-10 2)
72 - 13 h 59 min ","Raw Data (500-10, 530-10 2)
73 - 14 h 11 min ","Raw Data (500-10, 530-10 2)
74 - 14 h 23 min ","Raw Data (500-10, 530-10 2)
75 - 14 h 35 min ","Raw Data (500-10, 530-10 2)
76 - 14 h 46 min ","Raw Data (500-10, 530-10 2)
77 - 14 h 58 min ","Raw Data (500-10, 530-10 2)
78 - 15 h 10 min ","Raw Data (500-10, 530-10 2)
79 - 15 h 22 min ","Raw Data (500-10, 530-10 2)
80 - 15 h 34 min ","Raw Data (600, Lens 3)
1 - 0 h  ","Raw Data (600, Lens 3)
2 - 0 h 11 min ","Raw Data (600, Lens 3)
3 - 0 h 23 min ","Raw Data (600, Lens 3)
4 - 0 h 35 min ","Raw Data (600, Lens 3)
5 - 0 h 47 min ","Raw Data (600, Lens 3)
6 - 0 h 59 min ","Raw Data (600, Lens 3)
7 - 1 h 10 min ","Raw Data (600, Lens 3)
8 - 1 h 22 min ","Raw Data (600, Lens 3)
9 - 1 h 34 min ","Raw Data (600, Lens 3)
10 - 1 h 46 min ","Raw Data (600, Lens 3)
11 - 1 h 58 min ","Raw Data (600, Lens 3)
12 - 2 h 10 min ","Raw Data (600, Lens 3)
13 - 2 h 21 min ","Raw Data (600, Lens 3)
14 - 2 h 33 min ","Raw Data (600, Lens 3)
15 - 2 h 45 min ","Raw Data (600, Lens 3)
16 - 2 h 57 min ","Raw Data (600, Lens 3)
17 - 3 h 9 min ","Raw Data (600, Lens 3)
18 - 3 h 20 min ","Raw Data (600, Lens 3)
19 - 3 h 32 min ","Raw Data (600, Lens 3)
20 - 3 h 44 min ","Raw Data (600, Lens 3)
21 - 3 h 56 min ","Raw Data (600, Lens 3)
22 - 4 h 8 min ","Raw Data (600, Lens 3)
23 - 4 h 20 min ","Raw Data (600, Lens 3)
24 - 4 h 31 min ","Raw Data (600, Lens 3)
25 - 4 h 43 min ","Raw Data (600, Lens 3)
26 - 4 h 55 min ","Raw Data (600, Lens 3)
27 - 5 h 7 min ","Raw Data (600, Lens 3)
28 - 5 h 19 min ","Raw Data (600, Lens 3)
29 - 5 h 30 min ","Raw Data (600, Lens 3)
30 - 5 h 42 min ","Raw Data (600, Lens 3)
31 - 5 h 54 min ","Raw Data (600, Lens 3)
32 - 6 h 6 min ","Raw Data (600, Lens 3)
33 - 6 h 18 min ","Raw Data (600, Lens 3)
34 - 6 h 30 min ","Raw Data (600, Lens 3)
35 - 6 h 41 min ","Raw Data (600, Lens 3)
36 - 6 h 53 min ","Raw Data (600, Lens 3)
37 - 7 h 5 min ","Raw Data (600, Lens 3)
38 - 7 h 17 min ","Raw Data (600, Lens 3)
39 - 7 h 29 min ","Raw Data (600, Lens 3)
40 - 7 h 41 min ","Raw Data (600, Lens 3)
41 - 7 h 52 min ","Raw Data (600, Lens 3)
42 - 8 h 4 min ","Raw Data (600, Lens 3)
43 - 8 h 16 min ","Raw Data (600, Lens 3)
44 - 8 h 28 min ","Raw Data (600, Lens 3)
45 - 8 h 40 min ","Raw Data (600, Lens 3)
46 - 8 h 51 min ","Raw Data (600, Lens 3)
47 - 9 h 3 min ","Raw Data (600, Lens 3)
48 - 9 h 15 min ","Raw Data (600, Lens 3)
49 - 9 h 27 min ","Raw Data (600, Lens 3)
50 - 9 h 39 min ","Raw Data (600, Lens 3)
51 - 9 h 51 min ","Raw Data (600, Lens 3)
52 - 10 h 2 min ","Raw Data (600, Lens 3)
53 - 10 h 14 min ","Raw Data (600, Lens 3)
54 - 10 h 26 min ","Raw Data (600, Lens 3)
55 - 10 h 38 min ","Raw Data (600, Lens 3)
56 - 10 h 50 min ","Raw Data (600, Lens 3)
57 - 11 h 2 min ","Raw Data (600, Lens 3)
58 - 11 h 13 min ","Raw Data (600, Lens 3)
59 - 11 h 25 min ","Raw Data (600, Lens 3)
60 - 11 h 37 min ","Raw Data (600, Lens 3)
61 - 11 h 49 min ","Raw Data (600, Lens 3)
62 - 12 h 1 min ","Raw Data (600, Lens 3)
63 - 12 h 13 min ","Raw Data (600, Lens 3)
64 - 12 h 24 min ","Raw Data (600, Lens 3)
65 - 12 h 36 min ","Raw Data (600, Lens 3)
66 - 12 h 48 min ","Raw Data (600, Lens 3)
67 - 13 h  ","Raw Data (600, Lens 3)
68 - 13 h 12 min ","Raw Data (600, Lens 3)
69 - 13 h 24 min ","Raw Data (600, Lens 3)
70 - 13 h 35 min ","Raw Data (600, Lens 3)
71 - 13 h 47 min ","Raw Data (600, Lens 3)
72 - 13 h 59 min ","Raw Data (600, Lens 3)
73 - 14 h 11 min ","Raw Data (600, Lens 3)
74 - 14 h 23 min ","Raw Data (600, Lens 3)
75 - 14 h 35 min ","Raw Data (600, Lens 3)
76 - 14 h 46 min ","Raw Data (600, Lens 3)
77 - 14 h 58 min ","Raw Data (600, Lens 3)
78 - 15 h 10 min ","Raw Data (600, Lens 3)
79 - 15 h 22 min ","Raw Data (600, Lens 3)
80 - 15 h 34 min "
,,,,0,0.196388888888889,0.393055555555556,0.590555555555555,0.787222222222222,0.984722222222222,1.18222222222222,1.37888888888889,1.57666666666667,1.77416666666667,1.97083333333333,2.16722222222222,2.36472222222222,2.56111111111111,2.7575,2.955,3.15194444444444,3.34861111111111,3.54527777777778,3.74277777777778,3.93944444444444,4.13722222222222,4.33388888888889,4.53138888888889,4.72805555555556,4.92583333333333,5.1225,5.31888888888889,5.51555555555556,5.7125,5.91027777777778,6.10694444444444,6.30472222222222,6.50138888888889,6.69805555555556,6.89583333333333,7.09333333333333,7.29138888888889,7.48833333333333,7.685,7.8825,8.07916666666667,8.27555555555556,8.47194444444444,8.66861111111111,8.86555555555556,9.06222222222222,9.25972222222222,9.45666666666667,9.65333333333333,9.85055555555556,10.0483333333333,10.2452777777778,10.4433333333333,10.64,10.8369444444444,11.0338888888889,11.2308333333333,11.4275,11.6255555555556,11.8227777777778,12.0197222222222,12.2166666666667,12.4144444444444,12.6113888888889,12.8080555555556,13.0052777777778,13.2033333333333,13.4011111111111,13.5983333333333,13.7955555555556,13.9922222222222,14.1897222222222,14.3866666666667,14.5836111111111,14.7819444444444,14.9786111111111,15.1758333333333,15.3730555555556,15.57,0,0.196388888888889,0.393055555555556,0.590555555555555,0.787222222222222,0.984722222222222,1.18222222222222,1.37888888888889,1.57666666666667,1.77416666666667,1.97083333333333,2.16722222222222,2.36472222222222,2.56111111111111,2.7575,2.955,3.15194444444444,3.34861111111111,3.54527777777778,3.74277777777778,3.93944444444444,4.13722222222222,4.33388888888889,4.53138888888889,4.72805555555556,4.92583333333333,5.1225,5.31888888888889,5.51555555555556,5.7125,5.91027777777778,6.10694444444444,6.30472222222222,6.50138888888889,6.69805555555556,6.89583333333333,7.09333333333333,7.29138888888889,7.48833333333333,7.685,7.8825,8.07916666666667,8.27555555555556,8.47194444444444,8.66861111111111,8.86555555555556,9.06222222222222,9.25972222222222,9.45666666666667,9.65333333333333,9.85055555555556,10.0483333333333,10.2452777777778,10.4433333333333,10.64,10.8369444444444,11.0338888888889,11.2308333333333,11.4275,11.6255555555556,11.8227777777778,12.0197222222222,12.2166666666667,12.4144444444444,12.6113888888889,12.8080555555556,13.0052777777778,13.2033333333333,13.4011111111111,13.5983333333333,13.7955555555556,13.9922222222222,14.1897222222222,14.3866666666667,14.5836111111111,14.7819444444444,14.9786111111111,15.1758333333333,15.3730555555556,15.57,0,0.196388888888889,0.393055555555556,0.590555555555555,0.787222222222222,0.984722222222222,1.18222222222222,1.37888888888889,1.57666666666667,1.77416666666667,1.97083333333333,2.16722222222222,2.36472222222222,2.56111111111111,2.7575,2.955,3.15194444444444,3.34861111111111,3.54527777777778,3.74277777777778,3.93944444444444,4.13722222222222,4.33388888888889,4.53138888888889,4.72805555555556,4.92583333333333,5.1225,5.31888888888889,5.51555555555556,5.7125,5.91027777777778,6.10694444444444,6.30472222222222,6.50138888888889,6.69805555555556,6.89583333333333,7.09333333333333,7.29138888888889,7.48833333333333,7.685,7.8825,8.07916666666667,8.27555555555556,8.47194444444444,8.66861111111111,8.86555555555556,9.06222222222222,9.25972222222222,9.45666666666667,9.65333333333333,9.85055555555556,10.0483333333333,10.2452777777778,10.4433333333333,10.64,10.8369444444444,11.0338888888889,11.2308333333333,11.4275,11.6255555555556,11.8227777777778,12.0197222222222,12.2166666666667,12.4144444444444,12.6113888888889,12.8080555555556,13.0052777777778,13.2033333333333,13.4011111111111,13.5983333333333,13.7955555555556,13.9922222222222,14.1897222222222,14.3866666666667,14.5836111111111,14.7819444444444,14.9786111111111,15.1758333333333,15.3730555555556,15.57
A,Sample X1,1,A,4058,3927,3902,3937,3950,3878,3882,3957,4016,4002,4001,4132,4210,4296,4425,4591,4757,5072,5256,5693,6136,6590,7266,8067,8986,9982,11388,12690,13715,15287,16754,18646,20906,23189,25782,28569,30790,33514,36688,39125,41848,44996,47158,48824,50760,51830,53219,54496,55518,56825,57986,58943,60098,61152,62138,62771,63359,64178,65250,65376,66183,66936,67275,67623,68298,68986,69381,69349,70466,70366,70512,71262,71293,71637,71635,71621,71735,71789,72036,72489,343,337,337,329,349,332,330,338,323,320,335,345,335,325,332,319,328,340,343,330,345,334,352,345,362,357,362,389,378,397,402,425,444,464,466,496,507,542,550,575,602,614,634,676,694,702,717,746,760,769,764,787,796,808,808,825,829,853,842,861,864,886,880,893,908,887,898,915,898,907,908,921,935,913,920,932,930,925,944,944,0.0839,0.0842,0.0832,0.0875,0.0902,0.0933,0.0972,0.1006,0.1054,0.1116,0.1231,0.1287,0.1362,0.1378,0.1509,0.1621,0.1748,0.1931,0.2388,0.2809,0.3203,0.3981,0.448,0.5335,0.5966,0.6922,0.7604,0.8569,0.9487,1.0379,1.1254,1.2163,1.3634,1.4555,1.5356,1.6343,1.7459,1.842,1.9187,1.975,2.0443,2.076,2.12,2.2026,2.1875,2.2293,2.2457,2.2525,2.2773,2.2909,2.3025,2.3144,2.325,2.3411,2.3209,2.3425,2.3392,2.3497,2.3382,2.3636,2.3393,2.3592,2.3434,2.3522,2.3383,2.3209,2.325,2.3189,2.347,2.3285,2.3088,2.3015,2.287,2.2811,2.2598,2.2542,2.2472,2.2332,2.2342,2.2231
A,Sample X2,2,A,4132,3988,4007,3897,4005,4012,3909,3916,3952,3984,4128,4174,4166,4385,4498,4510,4807,5008,5189,5528,6018,6470,6928,7812,8618,9541,10750,11808,12975,14385,15707,17459,19236,21422,23851,26454,28706,31020,33494,36475,39473,41381,44177,45669,47352,48235,49721,51180,51927,53566,54513,55310,56266,57643,58026,59290,59545,60549,61548,61970,62772,63508,63821,64393,64863,65682,66220,66880,67270,67858,67767,67853,68210,68737,68765,68814,69253,69376,69899,69944,356,346,345,346,336,340,336,344,331,343,348,343,322,328,328,319,334,342,345,328,343,344,342,357,357,366,377,387,378,388,398,431,435,466,472,487,498,549,559,570,583,609,630,645,679,690,690,704,715,739,757,760,786,789,788,788,813,816,819,824,852,865,842,844,865,853,862,876,862,884,884,873,915,877,882,901,894,899,925,921,0.0829,0.0835,0.0833,0.0893,0.089,0.0915,0.0995,0.0977,0.0992,0.1075,0.1112,0.1159,0.1236,0.133,0.1394,0.1488,0.1615,0.1748,0.1981,0.2278,0.2731,0.3499,0.4358,0.5244,0.6126,0.7181,0.8006,0.8901,0.9922,1.0707,1.1612,1.2364,1.3346,1.4182,1.5173,1.5972,1.7028,1.7955,1.8715,1.9611,2.0111,2.0425,2.0813,2.1301,2.1359,2.1636,2.2118,2.1976,2.21,2.2586,2.2667,2.2759,2.2811,2.2999,2.2715,2.3303,2.3222,2.3437,2.3464,2.3563,2.3392,2.3595,2.3549,2.3648,2.3598,2.3417,2.3554,2.3258,2.3385,2.3237,2.3028,2.2949,2.2842,2.2891,2.2709,2.2454,2.2431,2.2344,2.2202,2.2048
A,Sample X3,3,A,4200,4044,4008,3977,4122,4020,3964,3983,4121,4047,4145,4155,4221,4340,4515,4669,4818,5066,5481,5744,6087,6494,7243,7837,8844,9616,10878,11807,12815,14099,15370,17050,19090,20873,23241,25615,27888,29830,32302,34908,37132,39667,42315,43559,45352,46778,47852,48624,50390,50752,52466,53743,54543,55262,55992,57046,57159,58755,59106,59705,60178,61146,61802,61896,63236,63450,63640,64771,65068,65204,65906,65635,66045,66509,66210,66858,66630,67275,67425,68044,361,368,342,340,340,346,337,337,335,341,344,340,346,343,336,328,348,347,341,350,365,349,345,373,376,365,360,376,378,403,409,429,438,466,467,494,510,540,559,568,602,601,624,640,670,683,674,704,708,732,741,750,764,774,771,776,782,811,821,816,822,825,838,829,845,856,849,830,848,868,837,880,872,875,869,878,872,876,870,885,0.0803,0.0779,0.0772,0.0841,0.0859,0.087,0.0921,0.0924,0.0974,0.1048,0.1088,0.1078,0.1181,0.1269,0.1395,0.1459,0.1595,0.1749,0.1852,0.2146,0.2363,0.2799,0.3461,0.4121,0.4749,0.5734,0.6515,0.7589,0.8535,0.9271,1.0141,1.0919,1.2075,1.285,1.3798,1.4721,1.585,1.6934,1.7729,1.8612,1.9223,1.9746,2.0306,2.0708,2.0873,2.1133,2.1489,2.1541,2.1697,2.2055,2.2254,2.2467,2.2441,2.2598,2.2276,2.2934,2.2857,2.3162,2.3212,2.3207,2.308,2.3165,2.3197,2.3208,2.3249,2.3195,2.3125,2.2961,2.2939,2.2806,2.2724,2.2509,2.255,2.2549,2.2411,2.2047,2.2207,2.2042,2.1916,2.17
